device,intf,description,ip_addr,shutdown,snmp_location
lgs1501-01b-0101-dci-r01,Ethernet1/9.100,lgs1502-10c-0201-dci-sb02 E1/2.100,10.20.3.21/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/11,lgs1502-10c-0101-rep-r02 E1/2,10.20.3.42/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/17.100,lgs1502-10c-0101-dci-r02 E1/17.100,10.20.3.24/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/17.101,lgs1502-10c-0101-dci-r02 E1/17.101,10.20.3.26/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/17.102,lgs1502-10c-0101-dci-r02 E1/17.102,10.20.3.28/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/19,lgs1501-01b-0104-usr-or01 E1/19,10.20.3.37/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/25.100,lgs1502-10c-0101-dci-r02 E1/25.100,10.20.3.30/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/25.101,lgs1502-10c-0101-dci-r02 E1/25.101,10.20.3.32/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/25.102,lgs1502-10c-0101-dci-r02 E1/25.102,10.20.3.34/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/32.100,atl0101-06d-0101-r01 E1/32.100,10.44.7.232/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/32.101,atl0101-06d-0101-r01 E1/32..101,10.44.7.234/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,Ethernet1/32.102,atl0101-06d-0101-r01 E1/32.102,10.44.7.236/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,mgmt0,,10.20.10.85/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-dci-r01,loopback0,BGP Router Loopback,10.20.0.65/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab01
lgs1501-01b-0101-ncr01,mgmt0,,10.20.13.11/25,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/1,connected-to-lgs1501-01b-0102-nbgw01-Ethernet1/2,10.11.31.2/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/2,connected-to-lgs1501-01b-0102-nlf01-Ethernet1/1,10.11.31.20/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/3,connected-to-lgs1501-01b-0102-nlf05-Ethernet1/49,10.11.31.38/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/9,connected-to-lgs1502-10c-0102-nbgw02-Ethernet1/2,10.11.31.46/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/10,connected-to-lgs1501-01b-0103-nlf02-Ethernet1/1,10.11.31.54/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/11,connected-to-lgs1501-01b-0103-nlf06-Ethernet1/49,10.11.31.62/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/17,connected-to-lgs1501-01b-0103-nbgw03-Ethernet1/2,10.11.31.29/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/18,connected-to-lgs1502-10c-0102-nlf03-Ethernet1/1,10.11.31.66/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/19,connected-to-lgs1502-10c-0102-nlf07-Ethernet1/49,10.11.31.78/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/25,connected-to-lgs1502-10c-0103-nbgw04-Ethernet1/2,10.11.31.9/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/26,connected-to-lgs1502-10c-0103-nlf04-Ethernet1/1,10.11.31.86/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,Ethernet1/27,connected-to-lgs1502-10c-0103-nlf08-Ethernet1/49,10.11.31.94/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,mgmt0,,10.20.13.37/25,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,loopback0,Routing loopback interface,10.10.31.11/32,FALSE,Las Vegas Colo
lgs1501-01b-0102-nsp01,loopback254,RP loopback interface,10.10.31.129/32,FALSE,Las Vegas Colo
lgs1501-01b-0102-nbgw01,Ethernet1/2,connected-to-lgs1501-01b-0102-nsp01-Ethernet1/1,10.11.31.3/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nbgw01,Ethernet1/10,connected-to-lgs1502-10c-0102-nsp02-Ethernet1/1,10.11.31.48/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nbgw01,Ethernet1/18,connected-to-lgs1501-01b-0103-nsp03-Ethernet1/1,10.11.31.70/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nbgw01,Ethernet1/26,connected-to-lgs1502-10c-0103-nsp04-Ethernet1/1,10.11.31.5/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nbgw01,mgmt0,,10.20.13.33/25,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/1.100,lgs1501-01b-0201-wan-sb01 int e1/2.100,10.20.2.86/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/5,lgs1402-09c-0101-oob-ag01 eth1/1,10.20.2.78/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/7.100,Lumen to Aetna VRF,10.11.254.158/30,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/7.200,Lumen to Affiliate VRF,10.11.255.158/30,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/7.300,Lumen to CVS VRF,10.11.253.158/30,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/9,lgs1402-10c-0101-oob-ag02 eth1/1,10.20.2.82/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/10.100,lgs1501-10c-0201-wan-sb02 int e1/2.100,10.20.2.90/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/17,lgs1501-01b-0201-oob-ag01 eth1/1,10.20.2.68/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/23,lgs-sw-temp-dist-01 int e1/23,10.20.7.0/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/24,lgs-sw-temp-dist-02 int e1/24,10.20.7.4/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/25,lgs1502-10c-0201-oob-ag02 eth1/1,10.20.2.72/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/31.100,BGP iBGP Peer Address,10.20.2.64/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,Ethernet1/32.100,BGP iBGP Peer Address,10.20.2.62/31,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,mgmt0,switch management interface,10.20.10.11/24,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,loopback0,EIGRP Router Loopback,10.20.0.1/32,FALSE,Las Vegas Colo
lgs1501-01b-0101-wan01,loopback1,BGP Router Loopback,10.20.0.7/32,FALSE,Las Vegas Colo
lgs1501-01b-0102-ptp-sb01,mgmt0,,10.20.13.63/25,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf05,Ethernet1/49,connected-to-lgs1501-01b-0102-nsp01-Ethernet1/3,10.11.31.39/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf05,Ethernet1/50,connected-to-lgs1502-10c-0102-nsp02-Ethernet1/3,10.11.31.1/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf05,Ethernet1/51,connected-to-lgs1501-01b-0103-nsp03-Ethernet1/3,10.11.31.15/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf05,Ethernet1/52,connected-to-lgs1502-10c-0103-nsp04-Ethernet1/3,10.11.31.17/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf05,mgmt0,,10.20.13.45/25,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf05,loopback0,Routing loopback interface,10.10.31.10/32,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf05,loopback1,VTEP loopback interface,10.10.31.72/32,FALSE,Las Vegas Colo
lgs1501-01b-0102-oob-as09,Vlan191,Network Management,10.20.12.210/27,FALSE,NAP15 01B Row01 Cab02
lgs1501-01b-0102-nlf01,Ethernet1/1,connected-to-lgs1501-01b-0102-nsp01-Ethernet1/2,10.11.31.21/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf01,Ethernet1/9,connected-to-lgs1502-10c-0102-nsp02-Ethernet1/2,10.11.31.26/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf01,Ethernet1/17,connected-to-lgs1501-01b-0103-nsp03-Ethernet1/2,10.11.31.7/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf01,Ethernet1/25,connected-to-lgs1502-10c-0103-nsp04-Ethernet1/2,10.11.31.13/31,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf01,mgmt0,,10.20.13.41/25,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf01,loopback0,Routing loopback interface,10.10.31.5/32,FALSE,Las Vegas Colo
lgs1501-01b-0102-nlf01,loopback1,VTEP loopback interface,10.10.31.73/32,FALSE,Las Vegas Colo
lgs1501-01b-0103-nbgw03,Ethernet1/2,connected-to-lgs1501-01b-0102-nsp01-Ethernet1/17,10.11.31.28/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nbgw03,Ethernet1/10,connected-to-lgs1502-10c-0102-nsp02-Ethernet1/17,10.11.31.56/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nbgw03,Ethernet1/18,connected-to-lgs1501-01b-0103-nsp03-Ethernet1/17,10.11.31.52/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nbgw03,Ethernet1/26,connected-to-lgs1502-10c-0103-nsp04-Ethernet1/17,10.11.31.51/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nbgw03,mgmt0,,10.20.13.35/25,FALSE,Las Vegas Colo
lgs1501-01b-0104-mpls-sdw03,Ethernet1/1.101,llgs1501-01b-0104-sdw-ir01 E1/10.101,10.20.2.147/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/1.102,llgs1501-01b-0104-sdw-ir01 E1/10.102,10.20.2.221/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/1.103,llgs1501-01b-0104-sdw-ir01 E1/10.103,10.20.2.223/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/1.104,llgs1501-01b-0104-sdw-ir01 E1/10.104,10.20.2.225/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/2.246,AETNA-WAN,10.246.0.22/30,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/2.247,CVS-Retail-NET,10.199.20.2/30,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/2.248,CVS-PBM-NET,10.145.128.1/30,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/3/1,lgs1501-01b-0104-omni-sdw01 Te0/0/0,10.20.2.191/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/3/2,lgs1501-01b-0104-pcw-sdw01 Te0/0/0,10.20.2.193/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/4/1,lgs1501-01b-0104-pss-sdw01 Te0/0/0,10.20.2.197/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,Ethernet1/4/2,lgs1501-01b-0104-hcb-sdw01 Te0/0/0,10.20.2.201/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,mgmt0,,10.20.10.67/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw03,loopback0,BGP Router Loopback,10.20.0.31/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/1.102,llgs1501-01b-0104-sdw-ir01 E1/18.102,10.20.2.149/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/1.103,llgs1501-01b-0104-sdw-ir01 E1/18.103,10.20.2.227/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/1.104,llgs1501-01b-0104-sdw-ir01 E1/18.104,10.20.2.229/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/2.146,AETNA-WAN,10.146.0.26/30,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/2.147,CVS-Retail-NET,10.199.30.230/30,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/2.148,CVS-PBM-NET,10.145.0.6/30,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/3/1,lgs1501-01b-0104-pcw-sdw01 Te0/0/1,10.20.2.195/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/3/2,lgs1501-01b-0104-pss-sdw01 Te0/0/1,10.20.2.199/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,Ethernet1/3/3,lgs1501-01b-0104-hcb-sdw01 Te0/0/1,10.20.2.203/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,mgmt0,,10.20.10.69/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw05,loopback0,BGP Router Loopback,10.20.0.33/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0103-nsp03,Ethernet1/1,connected-to-lgs1501-01b-0102-nbgw01-Ethernet1/18,10.11.31.71/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/2,connected-to-lgs1501-01b-0102-nlf01-Ethernet1/17,10.11.31.6/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/3,connected-to-lgs1501-01b-0102-nlf05-Ethernet1/51,10.11.31.14/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/9,connected-to-lgs1502-10c-0102-nbgw02-Ethernet1/18,10.11.31.22/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/10,connected-to-lgs1501-01b-0103-nlf02-Ethernet1/17,10.11.31.30/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/11,connected-to-lgs1501-01b-0103-nlf06-Ethernet1/51,10.11.31.36/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/17,connected-to-lgs1501-01b-0103-nbgw03-Ethernet1/18,10.11.31.53/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/18,connected-to-lgs1502-10c-0102-nlf03-Ethernet1/17,10.11.31.44/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/19,connected-to-lgs1502-10c-0102-nlf07-Ethernet1/51,10.11.31.74/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/25,connected-to-lgs1502-10c-0103-nbgw04-Ethernet1/18,10.11.31.61/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/26,connected-to-lgs1502-10c-0103-nlf04-Ethernet1/17,10.11.31.84/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,Ethernet1/27,connected-to-lgs1502-10c-0103-nlf08-Ethernet1/51,10.11.31.92/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,mgmt0,,10.20.13.39/25,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,loopback0,Routing loopback interface,10.10.31.2/32,FALSE,Las Vegas Colo
lgs1501-01b-0103-nsp03,loopback254,RP loopback interface,10.10.31.129/32,FALSE,Las Vegas Colo
lgs1501-01b-0104-mpls-sdw01,Ethernet1/1.101,llgs1501-01b-0104-sdw-ir01 E1/2.101,10.20.2.145/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw01,Ethernet1/3/1,lgs1501-01b-0104-omni-sdw01 Te0/0/1,10.20.2.189/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw01,mgmt0,,10.20.10.65/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-mpls-sdw01,loopback0,BGP Router Loopback,10.20.0.29/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0103-oob-as10,Vlan191,Network Management,10.20.12.211/27,FALSE,NAP15 01B Row01 Cab03
lgs1501-01b-0104-oob-as11,Vlan191,Network Management,10.20.12.212/27,FALSE,NAP15 01B Row01 Cab04
lgs1501-01b-0103-nlf02,Ethernet1/1,connected-to-lgs1501-01b-0102-nsp01-Ethernet1/10,10.11.31.55/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf02,Ethernet1/9,connected-to-lgs1502-10c-0102-nsp02-Ethernet1/10,10.11.31.10/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf02,Ethernet1/17,connected-to-lgs1501-01b-0103-nsp03-Ethernet1/10,10.11.31.31/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf02,Ethernet1/25,connected-to-lgs1502-10c-0103-nsp04-Ethernet1/10,10.11.31.33/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf02,mgmt0,,10.20.13.42/25,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf02,loopback0,Routing loopback interface,10.10.31.4/32,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf02,loopback1,VTEP loopback interface,10.10.31.71/32,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf06,Ethernet1/49,connected-to-lgs1501-01b-0102-nsp01-Ethernet1/11,10.11.31.63/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf06,Ethernet1/50,connected-to-lgs1502-10c-0102-nsp02-Ethernet1/11,10.11.31.65/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf06,Ethernet1/51,connected-to-lgs1501-01b-0103-nsp03-Ethernet1/11,10.11.31.37/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf06,Ethernet1/52,connected-to-lgs1502-10c-0103-nsp04-Ethernet1/11,10.11.31.43/31,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf06,mgmt0,,10.20.13.46/25,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf06,loopback0,Routing loopback interface,10.10.31.16/32,FALSE,Las Vegas Colo
lgs1501-01b-0103-nlf06,loopback1,VTEP loopback interface,10.10.31.70/32,FALSE,Las Vegas Colo
lgs1501-01b-0105-3rd-ir01,Vlan100,3rd_pa_fw_trust,10.20.8.26/29,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-3rd-ir01,port-channel797.100,L3 Peer Routing Link lgs1502-10c-0105-3rd-ir02,10.20.2.44/31,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-3rd-ir01,port-channel798,VPC Keepalive,1.1.1.1/30,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-3rd-ir01,Ethernet1/1.100,lgs1501-01b-0105-3rd-sb01 E1/2.100,10.20.2.47/31,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-3rd-ir01,Ethernet1/9.100,lgs1502-10c-0105-3rd-sb02 E1/2.100,10.20.2.49/31,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-3rd-ir01,mgmt0,,10.20.10.41/24,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-3rd-ir01,loopback0,,10.20.0.13/32,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-3rd-sb01,mgmt0,,10.20.13.57/25,FALSE,Las Vegas Colo
lgs1501-01b-0104-sdw-ir01,Ethernet1/1.100,lgs1501-01b-0104-sdw-sb01 E1/2.100,10.20.2.133/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/2.101,lgs1501-01b-0104-mpls-sdw01 E1/1.101 (vrf omni),10.20.2.144/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/3/1,lgs1501-01b-0104-omni-sdw01 Te0/0/4,10.20.2.156/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/3/2,lgs1502-10c-0104-omni-sdw02 Te0/0/4,10.20.2.164/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/9.100,lgs1502-10c-0104-sdw-sb02 E1/2.100,10.20.2.137/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/10.101,lgs1501-01b-0104-mpls-sdw03 E1/1.101 (vrf omni),10.20.2.146/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/10.102,lgs1501-01b-0104-mpls-sdw03 E1/1.102 (vrf pcw),10.20.2.220/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/10.103,lgs1501-01b-0104-mpls-sdw03 E1/1.103 (vrf pss),10.20.2.222/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/10.104,lgs1501-01b-0104-mpls-sdw03 E1/1.104 (vrf hcb),10.20.2.224/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/11/1,lgs1501-01b-0104-pcw-sdw01 Te0/0/4,10.20.2.158/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/11/2,lgs1502-10c-0104-pcw-sdw02 Te0/0/4,10.20.2.166/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/17,lgs1502-10c-0104-sdw-ir02 E1/17,10.20.2.140/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/18.102,lgs1501-01b-0104-mpls-sdw05 E1/1.102 (vrf pcw),10.20.2.148/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/18.103,lgs1501-01b-0104-mpls-sdw05 E1/1.103 (vrf pss),10.20.2.226/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/18.104,lgs1501-01b-0104-mpls-sdw05 E1/1.104 (vrf hcb),10.20.2.228/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/19/1,lgs1501-01b-0104-pss-sdw01 Te0/0/4,10.20.2.160/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/19/2,lgs1502-10c-0104-pss-sdw02 Te0/0/4,10.20.2.168/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/25,lgs1502-10c-0104-sdw-ir02 E1/25,10.20.2.142/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/27/1,lgs1501-01b-0104-hcb-sdw01 Te0/0/4,10.20.2.162/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,Ethernet1/27/2,lgs1502-10c-0104-hcb-sdw02 Te0/0/4,10.20.2.170/31,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,mgmt0,,10.20.10.63/24,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-ir01,loopback0,BGP Router Loopback,10.20.0.19/32,FALSE,Las Vegas Colo NAP15 TSCIF 01B Row01 Cab04
lgs1501-01b-0104-sdw-sb01,Ethernet1/2.100,connected-to-lgs1501-01b-0104-sdw-ir01-Ethernet1/1,10.20.2.132/31,FALSE,Las Vegas Colo
lgs1501-01b-0104-sdw-sb01,Ethernet1/10.100,connected-to-lgs1502-10c-0104-sdw-ir02-Ethernet1/1,10.20.2.134/31,FALSE,Las Vegas Colo
lgs1501-01b-0104-sdw-sb01,mgmt0,,10.20.13.27/25,FALSE,Las Vegas Colo
lgs1501-01b-0105-ext-or01,port-channel798,VPC Keepalive,1.1.1.1/30,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-ext-or01,mgmt0,,10.20.10.37/24,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
lgs1501-01b-0105-ext-ir01,Vlan100,lgs1501-01b-0105-ext-pa-fw TRUST vrf cvsh,10.20.8.2/29,FALSE,"Las Vegas NAP15 TSCIF - 1B, Row1 Cab5"
